Linux 2.6.32-220.el6.x86_64 (lightning) 	2013年02月05日 	_x86_64_	(64 CPU)

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdc               0.00     0.05    0.13    0.35     1.87     3.43    10.97     0.00    2.34   2.34   0.11
sde               0.05  2041.02   27.43  201.90  5095.47 17926.53   100.39     0.12    0.52   0.24   5.47
sdd               0.07  1255.05   28.18  194.55  4753.20 11594.80    73.40     0.09    0.41   0.19   4.19
sdf               0.02  1971.72   27.12  198.58  4709.47 17345.60    97.72     0.13    0.57   0.24   5.33
sda               1.35     0.85    0.33    1.27    13.60    16.93    19.08     0.03   17.35   6.19   0.99
dm-0              0.00     0.00    1.70    2.12    13.60    16.93     8.00     0.05   12.62   2.60   0.99
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00  111.80 7978.82 19757.20 63803.73    10.33     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb            1793.58  1424.73 5810.37  323.68 1945818.12 13804.40   319.47     1.67    0.27   0.11  67.77
sdc               0.00     0.00    0.00    0.08     0.00     0.62     7.40     0.00    0.00   0.00   0.00
sde            2387.03  1547.63 5220.17  231.18 1945702.50 14247.33   359.53    25.50    4.68   0.16  87.74
sdd            2379.15   986.40 5221.93  199.43 1945586.48  9488.67   360.62    24.70    4.56   0.16  88.23
sdf            2552.20  1507.20 5049.58  216.68 1945678.65 13807.87   372.08    27.34    5.19   0.17  88.84
sda              13.17     3.98    3.12    1.67   214.93    45.20    54.38     0.06   11.94   4.74   2.27
dm-0              0.00     0.00   16.67    5.65   214.93    45.20    11.66     0.23   10.34   1.01   2.26
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 22836.08 6414.82 7783518.92 51294.40   267.85     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb             263.48  1726.17  899.30  229.97 297591.62 15430.13   277.19     0.26    0.23   0.11  12.36
sdc               0.00     0.02    0.25    0.33     2.68     2.63     9.11     0.00    0.57   0.57   0.03
sde             357.57  1799.70  805.60  189.27 297796.03 15911.73   315.33     3.81    3.83   0.17  17.06
sdd             365.65  1133.88  796.50  175.37 297878.05 10474.00   317.28     4.24    4.37   0.17  16.11
sdf             388.47  1755.85  773.82  184.92 297926.28 15526.13   326.94     4.41    4.60   0.18  17.06
sda               0.00     6.57    0.12    2.73     0.93    74.40    26.43     0.08   28.54   5.56   1.58
dm-0              0.00     0.00    0.12    9.30     0.93    74.40     8.00     0.28   29.87   1.68   1.58
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00 3492.65 7170.87 1190458.82 57342.00   117.02     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.02  1845.50    1.67  229.42   371.33 16371.33    72.45     0.06    0.26   0.11   2.64
sdc               0.00     0.00    0.00    0.22     0.00     1.82     8.38     0.00    0.00   0.00   0.00
sde               0.02  1935.83    1.53  185.13   331.20 16967.73    92.67     0.10    0.53   0.24   4.49
sdd               0.02  1227.88    1.47  189.43   429.47 11338.53    61.64     0.08    0.42   0.17   3.26
sdf               0.00  1846.42    1.55  181.90   420.80 16226.53    90.75     0.11    0.58   0.23   4.27
sda               4.00     9.73    8.35    3.82   258.80   108.40    30.18     0.12   10.24   2.62   3.19
dm-0              0.00     0.00   12.47   13.55   258.80   108.40    14.11     0.35   13.46   1.23   3.19
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    6.27 7616.20  1552.80 60904.13     8.19     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2017.57    0.87  249.30   256.53 17888.80    72.53     0.07    0.27   0.12   2.99
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.00  2092.00    0.92  200.32   253.87 18338.53    92.39     0.11    0.53   0.23   4.71
sdd               0.00  1306.95    1.03  198.60   288.53 12044.40    61.78     0.09    0.43   0.18   3.56
sdf               0.00  2001.63    0.73  197.38   250.67 17592.13    90.06     0.12    0.61   0.24   4.76
sda               0.50     0.67    0.03    0.92     4.40    12.67    17.96     0.02   17.74   7.82   0.74
dm-0              0.00     0.00    0.55    1.58     4.40    12.67     8.00     0.03   14.95   3.48   0.74
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    3.55 8236.57  1049.60 65863.87     8.12     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.02  2127.28    1.57  265.25   371.20 18869.60    72.11     0.07    0.25   0.11   2.93
sdc               0.00     0.02    0.03    0.33     0.27     2.63     7.91     0.00    0.14   0.09   0.00
sde               0.00  2171.67    2.17  209.27   342.67 19047.47    91.71     0.11    0.52   0.23   4.93
sdd               0.00  1367.02    1.23  209.98   364.93 12616.00    61.46     0.08    0.40   0.17   3.56
sdf               0.02  2112.53    1.90  203.80   341.33 18530.67    91.75     0.12    0.59   0.24   4.85
sda               0.00     0.52    0.00    0.97     0.00    11.87    12.28     0.01   11.90   6.88   0.67
dm-0              0.00     0.00    0.00    1.48     0.00    11.87     8.00     0.02   12.69   4.47   0.66
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    6.90 8636.60  1420.13 69063.73     8.15     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2151.17    0.37  261.48   122.13 19041.07    73.18     0.07    0.26   0.11   3.01
sdc               0.00     0.00    0.00    0.20     0.00     1.68     8.42     0.00    0.00   0.00   0.00
sde               0.00  2221.15    0.38  210.28   123.73 19451.47    92.92     0.11    0.52   0.23   4.88
sdd               0.00  1397.47    0.30  216.15   140.27 12908.93    60.29     0.09    0.40   0.16   3.49
sdf               0.00  2165.97    0.32  208.47   116.27 18995.47    91.54     0.12    0.59   0.23   4.71
sda               1.15     0.58    0.78    1.18    26.93    14.13    20.88     0.02   10.86   5.23   1.03
dm-0              0.00     0.00    1.97    1.77    26.93    14.13    11.00     0.04   10.34   2.76   1.03
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    1.37 8803.20   502.40 70396.93     8.05     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2165.87    0.37  259.90   132.27 19143.47    74.06     0.07    0.25   0.12   2.99
sdc               0.00     0.05    0.12    0.35     1.60     4.58    13.25     0.00    1.18   1.18   0.05
sde               0.00  2257.30    0.32  218.23   108.80 19804.27    91.11     0.12    0.55   0.23   4.98
sdd               0.00  1390.07    0.27  216.68   122.13 12854.00    59.81     0.08    0.38   0.17   3.58
sdf               0.00  2202.07    0.28  214.50   109.33 19332.53    90.52     0.13    0.59   0.23   5.04
sda               2.08     0.63    3.40    1.03   204.00    13.33    49.02     0.03    6.91   3.18   1.41
dm-0              0.00     0.00    5.57    1.67   204.00    13.33    30.05     0.06    8.15   1.95   1.41
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    1.23 8895.28   472.53 71134.27     8.05     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2185.53    0.65  265.38   141.33 19349.73    73.27     0.07    0.25   0.11   3.00
sdc               0.00     0.02    0.00    0.40     0.00     3.82     9.54     0.00    0.21   0.17   0.01
sde               0.00  2277.60    0.68  224.82   180.27 20019.33    89.58     0.12    0.51   0.22   5.07
sdd               0.00  1384.78    0.65  216.38   157.87 12809.33    59.75     0.08    0.39   0.17   3.66
sdf               0.00  2201.70    0.47  210.03   155.20 19293.87    92.39     0.12    0.59   0.23   4.88
sda               0.00     0.48    0.00    1.03     0.00    12.13    11.74     0.01   14.02   6.76   0.70
dm-0              0.00     0.00    0.00    1.52     0.00    12.13     8.00     0.02   15.03   4.60   0.70
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    2.45 8937.40   634.67 71472.27     8.07     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2080.25    0.90  256.03   216.00 18438.93    72.61     0.06    0.25   0.11   2.93
sdc               0.00     0.00    0.00    0.20     0.00     1.68     8.42     0.00    0.00   0.00   0.00
sde               0.00  2184.27    1.13  210.23   235.20 19156.00    91.74     0.11    0.52   0.23   4.87
sdd               0.00  1350.62    1.35  207.47   244.27 12464.67    60.86     0.08    0.40   0.16   3.44
sdf               0.00  2118.53    1.15  204.52   240.00 18584.40    91.53     0.12    0.58   0.23   4.76
sda               0.00     0.62    0.00    1.18     0.00    14.40    12.17     0.02   18.65   7.34   0.87
dm-0              0.00     0.00    0.00    1.80     0.00    14.40     8.00     0.03   19.35   4.83   0.87
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    4.53 8583.92   935.47 68644.00     8.10     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.02  2171.85    2.48  264.55   374.40 19227.47    73.41     0.07    0.28   0.12   3.23
sdc               0.00     0.00    0.00    0.07     0.00     0.10     1.50     0.00    0.00   0.00   0.00
sde               0.05  2209.45    1.90  212.63   313.07 19376.67    91.78     0.11    0.53   0.23   5.04
sdd               0.00  1377.13    1.90  217.63   377.60 12758.13    59.83     0.09    0.39   0.16   3.60
sdf               0.00  2138.07    2.92  209.08   416.00 18777.20    90.53     0.12    0.59   0.23   4.97
sda               0.00     0.53    0.00    1.13     0.00    13.33    11.76     0.02   15.25   7.21   0.82
dm-0              0.00     0.00    0.00    1.67     0.00    13.33     8.00     0.02   14.15   4.91   0.82
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    9.27 8770.97  1481.07 70139.47     8.16     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2052.28    1.37  253.82   246.93 18204.80    72.31     0.06    0.25   0.11   2.86
sdc               0.00     0.02    0.05    0.33     0.28     2.63     7.61     0.00    0.13   0.09   0.00
sde               0.00  2136.28    1.25  199.60   271.47 18687.07    94.39     0.11    0.55   0.24   4.73
sdd               0.00  1323.17    0.83  205.85   248.53 12232.13    60.39     0.08    0.41   0.17   3.43
sdf               0.00  2026.68    1.05  193.07   249.07 17758.00    92.76     0.12    0.62   0.24   4.71
sda               3.58     0.80    1.25    1.02    59.47    14.53    32.65     0.02    9.80   4.65   1.05
dm-0              0.00     0.00    4.95    1.82    59.47    14.53    10.94     0.05    7.42   1.56   1.05
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    4.50 8363.62  1016.00 66882.00     8.11     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2058.07    0.33  252.02   124.27 18227.47    72.72     0.07    0.26   0.12   2.93
sdc               0.00     0.02    0.05    0.35     0.28     3.02     8.25     0.00    0.62   0.62   0.03
sde               0.00  2149.98    0.85  199.75   143.47 18797.87    94.42     0.11    0.55   0.24   4.86
sdd               0.00  1338.22    0.32  204.53   139.20 12342.00    60.93     0.08    0.41   0.18   3.64
sdf               0.00  2025.62    0.50  193.25   172.27 17750.93    92.51     0.12    0.61   0.24   4.69
sda               0.00     0.62    0.00    0.98     0.00    12.80    13.02     0.02   16.41   7.17   0.70
dm-0              0.00     0.00    0.00    1.60     0.00    12.80     8.00     0.03   15.69   4.41   0.70
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
dm-2              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00   0.00   0.00
md0               0.00     0.00    2.00 8393.27   579.20 67118.27     8.06     0.00    0.00   0.00   0.00

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sdb               0.00  2083.03    0.32  254.58   122.13 18446.13    72.85     0.07    0.28   0.12   3.07
sdc               0.00     0.00    0.10    0.18     0.68     3.87    16.06     0.00    2.12   1.24   0.04
sde               0.00  2185.72    0.40  204.77   112.53 19123.87    93.76     0.11    0.56   0.24   5.01
sdd               0.00  1341.53    0.32  202.95   124.27 12355.87    61.40     0.09    0.43   0.18   3.59
sdf               0.00  2116.82    0.23  203.70   103.47 18564.13    91.54     0.12    0.60   0.24   4.80
sda               0.00     0.52    0.00    1.08     0.00    12.80    11.82     0.02   14.94   7.05   0.76
dm-0              0.00     0.00    0.00    1.60     0.00    12.80     8.00     0.02   14.73   4.77   0.76
